What are the possible hazards of molecular cloning?,Environmental impacts due to the release of genetically modified organisms into the wild,Ethical concerns about cloning human beings,"Cloned organisms exhibiting superhuman abilities, leading to societal imbalances",Economic disruption caused by the replacement of traditional farming with cloning practices,Genetic mutation of cloned organisms,Overpopulation due to excess cloning,Inadvertent creation of new allergens through genetic manipulation,"Spread of disease by virulent strains of E. coli, potential military applications of virulent bacteria, introduction of cancer-causing genes into human cells",Misuse of cloning technology for the development of biological weapons,Cloning leading to a decrease in genetic diversity among organisms,H,stemez-Genetics
How and where is seminal fluid produced in man?,Seminal fluid is produced by the bladder.,Seminal fluid is produced by the testes.,Seminal fluid is produced by the urethra.,Seminal fluid is a direct product of the kidneys.,Seminal fluid originates from the Bartholin's glands.,"Seminal fluid is produced by the paired seminal vesicles, the prostate gland, and Cowper's glands in man.",Seminal fluid is produced by the adrenal glands.,Seminal fluid is produced by the epididymis.,Seminal fluid is secreted by the Sertoli cells within the testes.,Seminal fluid is synthesized in the vas deferens.,F,stemez-Biology
"The frequency ofTay-Sachs disease in the Jewish population of New York City is about 0.015 and approximately 0.0015 in non-Jewish individuals. Homozygotesdie in infancy or early childhood. If the selection coefficient is 1 and the forward mutation rate is 1 × 10^-6, what is the equilibrium frequency of theTay-Sachs gene in the Jewish population under the combined effects of mutation and selection?",0.02,2 × 10^-4,1 × 10^-6,0.0001,5 × 10^-5,0.985,0.001,0.005,0.015,0.1,G,stemez-Genetics
"Differentiate betweenisolecithal,telolecithal, and centrolecithal eggs. Which organisms are characteristicof each ?","Isolecithal eggs are evenly distributed with yolk, found in annelids, mollusks, and echinoderms. Telolecithal eggs have yolk concentrated toward one pole, found in reptiles and birds. Centrolecithal eggs have yolk massed toward the center, found in arthropods.","Isolecithal eggs have minimal yolk, found in arthropods. Telolecithal eggs have a moderate amount of yolk, found in annelids and echinoderms. Centrolecithal eggs have a large yolk massed toward the center, found in cephalopods.","Isolecithal eggs are found in birds and reptiles, Telolecithal eggs are found in arthropods, Centrolecithal eggs are found in mollusks and echinoderms.","Isolecithal eggs are found in mammals, Telolecithal eggs are found in amphibians, Centrolecithal eggs are found in fish.","Isolecithal eggs are large with yolk concentrated toward the center, found in some fish species. Telolecithal eggs are small with sparse yolk, found in most mammals. Centrolecithal eggs have yolk evenly distributed, found in amphibians.","Isolecithal eggs are found in reptiles and amphibians, Telolecithal eggs are found in fish, Centrolecithal eggs are found in mammals.","Isolecithal eggs have yolk in layers, found in some invertebrates. Telolecithal eggs have yolk in a gradient from pole to pole, found in some marine organisms. Centrolecithal eggs have yolk in multiple, separate masses, found in some insects.","Isolecithal eggs have yolk concentrated at one pole, found in fish and amphibians. Telolecithal eggs are evenly distributed with yolk, found in mammals. Centrolecithal eggs have yolk massed toward the center, found in birds and reptiles.","Isolecithal eggs are found in arthropods, Telolecithal eggs are found in annelids, mollusks, and echinoderms, Centrolecithal eggs are found in birds and reptiles.","Isolecithal eggs are found in cephalopods, Telolecithal eggs are found in some species of fish, Centrolecithal eggs are found in mammals with a placenta.",A,stemez-Biology
Monoploidlines of many species exist. Plant breeders often convert these to diploids orpolyploidsthroughcolchicine treatment. Can you see any advantages to this?,Plant breeders can create new species,Colchicine treatment can eliminate the need for sunlight in plant growth.,Plant breeders can create plants that require no soil or water to grow.,"Plant breeders can control the euploidy of their nuclei, produce genetically pure organisms, develop disease resistant strains of plants, produce larger fruits and flowers, and convert a sterile species hybrid into a fertile double diploid.",Colchicine treatment can make plants immune to all diseases,Plant breeders can ensure all offspring are clones of the parent plant.,Colchicine treatment can increase the speed of plant growth significantly.,Plant breeders can make plants change color spontaneously.,Colchicine treatment can make plants resistant to physical damage.,Colchicine treatment can convert diploids to monoploids,D,stemez-Genetics
How are the variable portions of heavy chains combined to create diversity in the antibody sequences?,"V, D, JH, and CH regions are combined in heavy chains","Three separate DNA regions, V, D, and JH, must be combined in heavy chains","V, D, JH, and a random insertion sequence combine in heavy chains",Only V and JH regions combine in both heavy and light chains,"V, D, and JH regions are combined in light chains",Four separate DNA regions are combined in heavy chains,V and JH regions are recombined without D in heavy chains,D and JH regions combine in heavy chains without V,"V, D, JH, and C regions are combined in light chains","Only two DNA regions, V and D, combine in heavy chains",B,stemez-Genetics
How can mutation and recombination contribute to the process of tissue graft rejection?,"Mutation in the recipient's immune cells causes a general suppression of the immune system, preventing graft rejection.","Mutation and recombination increase the compatibility of foreign tissues, reducing the likelihood of graft rejection.","Mutation and recombination during T-cell maturation in the thymus result in cells that recognize foreign antigens, contributing to tissue graft rejection.",Mutation and recombination reduce the immune response to foreign antigens.,Mutation and recombination prevent T-cells from recognizing foreign antigens.,"Recombination in T-cells results in a uniform response to all antigens, eliminating the possibility of graft rejection.","Mutation leads to a decrease in the diversity of T-cell receptors, making tissue grafts more likely to be accepted.",Mutation and recombination result in all cells recognizing their own antigens.,Mutation and recombination in the donor tissue ensure that the graft is not recognized by the recipient's immune system.,"Recombination occurs exclusively in B-cells, not affecting T-cell responses to tissue grafts.",C,stemez-Genetics
What is the genetic basis of Down's syndrome?,Trisomy of chromosome 22,Mutation in chromosome 14,Deletion in chromosome 18,Inversion on chromosome 21,Duplication of chromosome 21,Translocation between chromosomes 14 and 21,Deletion in chromosome 21,Mutation in chromosome 21,Duplication of chromosome 18,Duplication of chromosome 14,F,stemez-Genetics
"Adrenalin is a hormone which stimulates the sympathetic system . What effects would you expect adrenaline tohave on (a) the digestive tract, (b) the iris of the eye, and (c) the heart beat?","(a) Slows peristalsis and has no effect on secretion, (b) No effect on the iris, (c) Accelerates but does not affect the strength of the heartbeat","(a) Enhances peristalsis and reduces secretion, (b) Causes circular muscles to relax, resulting in dilation, (c) Slows and strengthens the heartbeat","(a) Increases peristalsis and enhances secretion, (b) Causes circular muscles to contract, resulting in constriction, (c) Slows and weakens the heartbeat","(a) Causes cramps in the digestive tract, (b) Causes radial muscles to relax, resulting in constriction, (c) No change in the heart rate","(a) Decreases peristalsis and enhances secretion, (b) Causes both sets of muscles in the iris to relax, (c) Accelerates the heartbeat but does not affect strength","(a) Slows peristalsis and reduces secretion, (b) Causes radial muscles to contract, resulting in dilation, (c) Accelerates and strengthens the heartbeat","(a) No effect on peristalsis but increases secretion, (b) Causes radial muscles to contract, resulting in constriction, (c) Slows and weakens the heartbeat","(a) Increases digestion, (b) No effect on the iris, (c) Increases the heart rate","(a) Enhances digestion, (b) Causes the iris to change color, (c) Decreases the heart rate","(a) No effect on the digestive tract, (b) Causes both sets of muscles in the iris to contract, (c) Slows the heart rate",F,stemez-Biology
The frequency of the gene for sickle-cell anemia in African-Americans is less than that found in the people living in their ancestral home in Africa. What factors might account for this difference?,There is a higher survival rate for sickle-cell carriers in America,There is a higher incidence of malaria in America which affects the gene frequency,Sickle-cell allele is more dominant in Africa,The sickle-cell allele is undergoing a process of natural selection in America,Sickle-cell disease has been completely cured in America,Sickle-cell gene mutation rates are higher in America than in Africa,Advances in medical technology in America have led to the sickle-cell gene being phased out,"In America, the incidence of malaria is insignificant, sickle-cell genes are being diluted by normal genes and interracial marriages.",Sickle-cell disease is more deadly in America,Sickle-cell carriers in America have fewer children on average,H,stemez-Genetics
"I nsulin , interferon, and growth hormone have been successfully manufactured in large quantities by the pharmaceutical industries. Explain the importance of genetic engineering in this process.",Genetic engineering helps in understanding the genetic basis of diseases.,"Genetic engineering allows for the large scale production of proteins such as insulin, interferon, and growth hormone through recombinant DNA techniques, lowering their prices and making them more accessible.",Genetic engineering allows for the direct manipulation of an individual's immune system to produce necessary proteins.,Genetic engineering helps in the faster healing of wounds and regeneration of tissues.,Genetic engineering enables the creation of entirely synthetic organisms that produce pharmaceutical proteins.,Genetic engineering is used to increase the shelf life of pharmaceuticals.,Genetic engineering is used primarily to enhance the flavor and nutritional content of food.,Genetic engineering facilitates the modification of human genetics to prevent the need for pharmaceuticals like insulin.,Genetic engineering aids in the diagnosis of diseases.,Genetic engineering assists in the development of new pharmaceutical drugs.,B,stemez-Genetics
Explain why simple diffusion is not sufficient to account for the passage of all of the dissolved minerals into the cells of water plants.,Simple diffusion can only move minerals along a temperature gradient,Simple diffusion can only occur in water plants,Simple diffusion can transport minerals in any concentration,Simple diffusion is too slow for the transport of all minerals,Simple diffusion requires energy,Simple diffusion is inhibited by the cell walls of water plants,Simple diffusion is only effective over short distances within cells,Simple diffusion does not involve a selectively permeable membrane,Simple diffusion cannot occur against a concentration gradient,Simple diffusion requires specific transport proteins for each mineral,I,stemez-Biology
"One pair of genes for coat color in cats is sex-linked. The gene B produces yellow coat, b produces black coat, and the heterozygous Bb produces tortoiseshell coat. What kind of offspring will result from the mating of a black male and a tortoiseshell female?",(1/2) tortoise-shell females and (1/2) black males,All yellow males,"(1/4) tortoise-shell females, (1/4) black females, (1/4) yellow males, and (1/4) black males",All black males,All black females,(1/2) black females and (1/2) black males,"(1/3) tortoise-shell females, (1/3) black females, and (1/3) black males",(1/2) yellow females and (1/2) yellow males,All tortoise-shell females,(1/2) tortoise-shell females and (1/2) yellow males,C,stemez-Genetics
"Both Mr. and Mrs. Brown suffer from anautosomalrecessive condition that makes them anemic. Mr. Brown has one amino acid substitution in the \beta-chain of his hemoglobin molecules and Mrs. Brown has a similar defect in her \alpha-chain. Neither Betsy norBoopsy, their children, are anemic. Explain.","Both parents have a heterozygous trait, and the children are unaffected",Only one parent can pass the disorder to the children,The children are unaffected because the condition skips a generation,Both parents will definitely pass the disorder to their children,Both parents have a homozygous trait but may or may not pass the disorder to their children,Neither of the parents can pass the disorder to their children,The children underwent gene therapy to correct the genetic defect before symptoms appeared,"Each parent passed one normal allele to their children, who are carriers","The disorders are caused by different genes, and the children inherited one defective gene from each parent",Betsy and Boopsy received a mutation that corrected the defect,E,stemez-Genetics
What advantages domulticellularorganisms haveover single-celledorganisms?,Multicellular organisms require less energy to maintain homeostasis than single-celled organisms.,Multicellular organisms can survive only in a watery environment.,Multicellular organisms have a shorter lifespan than single-celled organisms.,Multicellular organisms are more susceptible to environmental changes than single-celled organisms.,Multicellular organisms can only reproduce asexually.,Multicellular organisms can synthesize everything they need from a few simple nutrients.,Multicellular organisms have a less efficient energy use due to their complexity.,Multicellular organisms can reproduce more rapidly than single-celled organisms.,Multicellular organisms are less versatile than single-celled organisms.,"Multicellular organisms have specialized cells for a variety of functions, higher order of complexity, better adaptation to different environments including land, and potential for diversity.",J,stemez-Biology
Distinguish betweenpenetranceand expressivity.,"Expressivity is the proportion of individuals with a particular genotype that exhibit the expected phenotype, while penetrance is the variation in phenotype among individuals with the same genotype.","Penetrance measures the strength of a gene's effect, while expressivity is the consistency of a phenotype across different environments.","Penetrance is the proportion of organisms affected by environmental factors, while expressivity is the range of symptoms shown by an individual.","Expressivity is the likelihood of a gene being inherited, while penetrance is the variability of a trait in different populations.",Penetrance and expressivity are the same.,"Penetrance is the percentage of individuals who carry a gene and express it phenotypically, while expressivity is the degree of effect or the extent to which a gene expresses itself in different individuals.","Penetrance is the range of mutations in a gene, while expressivity is the rate at which a gene mutates.","Penetrance is the physical appearance resulting from a genotype, while expressivity is the genetic makeup of an organism.","Expressivity is the age at which a genetic trait appears, while penetrance is the lifespan of individuals with a particular genotype.","Penetrance is the degree of effect or the extent to which a gene expresses itself in different individuals, while expressivity is the percentage of individuals who carry a gene and express it phenotypically.",F,stemez-Genetics
What experimental evidence indicates that genes control the aminoacid sequences in proteins?,Proteins are synthesized according to a template that is unrelated to the sequence of nucleotides in DNA.,The genetic code does not specify the sequence of amino acids in proteins.,Aminoacid sequences in proteins are determined by environmental factors.,Amino acid sequences in proteins can be interchanged without any genetic implications.,Amino acid sequences in proteins are solely determined by the concentration of amino acids in the cell.,Ingram's discovery was proof that a mutation in a gene resulted in an abnormal amino acid sequence in a protein.,Genes have no control over aminoacid sequences in proteins.,"Every protein has the same amino acid sequence, which is not dictated by genes.",The amino acid sequence in a protein is not related to genetics.,The synthesis of proteins is completely random and not influenced by genetic information.,F,stemez-Genetics
"A bacterial culture is divided into two halves, A and B, and bothhalves receive large but equal amounts of ultraviolet light. Culture B is then wrapped in brown paper to isolate it fromany light. Culture A is left unprotected from the incident visiblelight. After 24 hours the cultures are examined. Culture A shows much more growth than culture B. Explain.","Culture A utilized photosynthesis due to the exposure to visible light, enhancing its growth.","Culture B's growth was inhibited by chemicals in the brown paper, which were toxic to the bacteria.",The brown paper blocked additional UV light that would have otherwise stimulated Culture B's growth.,Culture A grew more due to the exposure to visible light.,"Culture A's photoreactivation system was allowed to work because of its exposure to light. Culture B, because it was left in the dark, had to rely on its excision repair system alone, which may have been damaged by the UV light, making it inoperative.","Culture B's metabolism slowed down in the absence of light, resulting in less growth compared to Culture A.",Culture A produced a protective pigment in response to visible light that helped it grow better than Culture B.,Culture B's cell division was slower due to a lower temperature inside the brown paper wrap.,"Culture B was wrapped in brown paper, hampering its growth.",Culture B's excision repair system was more efficient than Culture A's photoreactivation system.,E,stemez-Genetics
"Three fragments are produced when a piece of RNA is treated with pancreaticRNase. According to the amount of phosphate , these fragments are highly acidic (much phosphate ), moderately acidic, and slightly acidic (little phosphate ). Each of these fragments is further hydrolyzed with NaOH. The resultingnucelotidesare: 1.highlyacidic fragment:Gp,pAp, Cp 2.moderatelyacidic fragment:Gp, Up 3.slightlyacidic fragment: G,Gp What is the sequence of this piece of RNA?",5'pUpGpGpApCpGpG_OH3',5'pGpApGpUpCpGpG_OH3',5'pApCpGpGpUpGpG_OH3',5'pApGpCpGpGpUpG_OH3',5'pGpGpApCpGpUpG_OH3',5'pGpApCpGpUpGpG_OH3',5'pGpUpGpCpApGpG_OH3',5'pCpGpApGpGpUpG_OH3',5'pGpCpApGpGpUpG_OH3',5'pApGpCpGpUpGpG_OH3',J,stemez-Genetics
Why is it that alveolar air differs in its composition from atmospheric air? Of what significance is this fact?,Alveolar air has a higher concentration of noble gases than atmospheric air.,Alveolar air contains more oxygen and less carbon dioxide than atmospheric air.,Alveolar air contains less carbon dioxide and more nitrogen than atmospheric air.,Alveolar air is more humid and contains more nitrogen than atmospheric air.,Alveolar air contains the same amount of oxygen but more carbon dioxide than atmospheric air.,"Alveolar air and atmospheric air differ only in their water vapor content, not in the concentrations of oxygen or carbon dioxide.",Alveolar air contains less oxygen and more carbon dioxide than atmospheric air.,Alveolar air contains more oxygen and the same amount of carbon dioxide as atmospheric air.,Alveolar air and atmospheric air have the same composition.,Alveolar air contains more argon and less oxygen than atmospheric air.,G,stemez-Biology
The frequency of allele S in an isolated population of 100 is 0.65. Immigrants with a frequency of S = 0.85 are introduced ata rate of one new immigrant per population per generation. Calculate the frequency of S after one generationof new immigrants.,0.66,0.652,1.00,0.70,0.80,0.75,0.65,0.90,0.68,0.85,B,stemez-Genetics
Eighty-three monozygotic twin pairs are examined for the presence of club feet. Fifty pairs do not show the trait at all; twenty pairs have one member with club feet; and thirteen pairs have both members affected. What is the frequency of concordance?,13 percent,39 percent,20 percent,25 percent,55 percent,50 percent,60 percent,45 percent,15 percent,33 percent,B,stemez-Genetics
"In a simple ecosystem there exists a field of clover. Mice eat theclover and skunks eat the mice. The skunks are in turn eatenby wolves. According to the ten percent rule of ecologicalefficiency, how much energy would a wolf receive fromthe original clover plants?",500 calories,"1,000 calories",50 calories,25 calories,0.1 calories,100 calories,5 calories,1 calorie,0.01 calories,10 calories,J,stemez-Biology
A gene C mutates to c with a frequency of 2 × 10^-6 per generation. There are no other forces acting on these alleles and mating is random. How many generations are needed to increase the frequency of gene c from 2 percent to 3 percent?,"10,000 generations","6,200 generations","5,128 generations","2,500 generations","3,000 generations","1,500 generations","8,000 generations","7,500 generations","9,000 generations","4,000 generations",C,stemez-Genetics
Can chromosome instability cause cancer ?,Chromosomal instability is exclusively caused by external radiation and does not contribute to cancer development.,Chromosomal instability only affects plants and cannot cause cancer in humans.,Chromosomal instability is a type of cancer itself.,Chromosomal instability has no link to cancer.,"Chromosomal instability is a result of cancer, not a cause.",Chromosomal instability directly causes cancer.,Chromosomal instability may create an environment that is highly susceptible to certain forms of cancer.,Chromosomal instability prevents cancer.,Chromosomal instability is beneficial and increases genetic diversity without causing cancer.,Chromosomal instability leads to an increased lifespan and reduced cancer risk.,G,stemez-Genetics
What are the consequences of intenseinterspecific competition?,enhanced cooperation among species,Symbiotic relationships becoming more common,Increased individual fitness within competing species,"extinction of rival species, evolution in divergent directions, and the principle of competitive exclusion",Reduced genetic diversity within species,increased species diversity,All species eventually becoming omnivores,creation of new resources,Species evolving to become identical,Uniform distribution of species across habitats,D,stemez-Biology
How can crosses involving strains of highly inbred mice be used to determine a genetic basis for transplant incompatibility?,Transplant rejection is solely based on the size of the transplant organ.,Transplant incompatibility can be predicted by the coat color of the mice.,Transplant rejection is not related to genetics.,Transplant success is random and cannot be influenced by genetic or environmental factors.,Transplant success depends on the age of the mice regardless of genetic makeup.,Transplant compatibility is determined by environmental factors only.,Transplant acceptance is solely based on the health of the recipient.,Transplant rejection (or acceptance) has a genetic basis.,Transplant incompatibility is determined by the donor's blood type.,Transplant acceptance is determined by the microbiome composition of the mice.,H,stemez-Genetics
How are chromosomal breaks produced? What factors modify these breaks?,Chromosomal breaks are produced by natural decay of DNA and modified by nutritional deficiencies,Chromosomal breaks are modified by temperature and pressure,Chromosomal breaks are produced by chemical reactions,Chromosomal breaks are produced by low energy radiation,"Chromosomal breaks are produced by high energy radiation and modified by factors such as radiation frequency, ion density, length of exposure, and chromosome state.",Chromosomal breaks are produced by mechanical stress and modified by cellular age and DNA repair mechanisms,Chromosomal breaks are produced by ultraviolet light only and are not modified by any external factors,Chromosomal breaks are produced by osmotic pressure and modified by the presence of certain drugs or pharmaceuticals,Chromosomal breaks are produced by thermal fluctuations and modified by environmental toxins,Chromosomal breaks are produced by magnetic fields and modified by the phase of the cell cycle,E,stemez-Genetics
Explain the types and effects of competition.,"Competition is divided into two types: Direct competition, where organisms interact with each other, and Indirect competition, where organisms do not interact but still compete for resources.",Competition is a harmonious interaction where two or more organisms share resources equally.,Competition can be categorized into Symbiotic competition and Parasitic competition.,Competition is an economic principle that does not apply to biological organisms.,Competition only involves physical confrontation.,Competition involves only the search for shelter and does not pertain to food or mates.,Competition is the active demand of two or more organisms for a common vital resource. It can be categorized into Contest competition and Scramble competition.,Competition can be categorized into Predation competition and Mutualism competition.,Competition is a process where two or more organisms work together to increase the availability of a vital resource.,Competition is a passive response to limited resources.,G,stemez-Biology
"Describe the path of a molecule of sugar from the time it entersthe mouth as part of a molecule of starch, until it reachesthe cytoplasm of the cells lining the small intestine.","The starch is chewed and mixed with saliva, hydrolyzed by the enzyme amylase into maltose units, which are then hydrolyzed into glucose molecules in the small intestine, and transported into the cellular cytoplasm.","The starch is digested by stomach acid into glucose, which is then taken up by the bloodstream and delivered to the cells lining the small intestine.",The starch is absorbed as is into the bloodstream through the walls of the mouth and transported to the small intestine where it is used by the cells.,"The starch is broken down into maltose by the enzyme pepsin in the stomach, then maltose is converted to glucose in the small intestine.",The starch is directly absorbed into the cells lining the small intestine.,The starch is broken down into glucose in the stomach and then absorbed by the small intestine.,"The starch remains intact until it reaches the small intestine, where it is then broken down by bacteria into glucose molecules that enter the cellular cytoplasm.","The starch undergoes fermentation in the mouth to produce glucose, which is then absorbed by the cells lining the small intestine.","The starch is first converted to maltose in the stomach, then to glucose in the liver, and finally transported to the cells of the small intestine.",The starch is converted into glucose in the mouth and then absorbed by the stomach.,A,stemez-Biology
In what ways are studies of twins useful in supplying information about the relative importance of inheritance and environment in the determination of a given trait?,Twins studies are only useful for studying physical traits.,Twins studies are used to study the effect of diet on traits.,Twin studies show the effect of peer interactions on the inheritance of traits.,Twin studies exclusively reveal the influence of prenatal factors on trait development.,Twins studies provide controls for both the effect of environment and heredity on the expression of a trait.,Twin studies are used to understand the impact of educational background on trait expression.,Twin studies can determine the exact genetic sequence responsible for a trait.,Twins studies only show the effect of heredity on traits.,Twin studies are only applicable for determining the influence of postnatal environment on traits.,Twin studies help in identifying the unique environmental influences experienced by each twin.,E,stemez-Genetics
What factors limit the number oftrophiclevels in afood chain?,Decrease in the number of decomposers,Decrease in the number of predators at higher levels,Increase in the number of herbivores at lower levels,Increase in available energy at each level,Decrease in carbon dioxide concentration,Constant or increasing energy at each level,Increase in oxygen concentration with each level,Increase in the number of organisms,Increase in biodiversity at higher trophic levels,Great decrease (90%) in available energy at each level,J,stemez-Biology
"A population of students taking a basic genetics class had their blood types classified in the ABO blood group system. The following numbers were recorded: Phenotype Number Frequency A 249 0.2075 B 376 0.3133 AB 77 0.0642 O 498 0.4150 1,200 1.0000 Assuming this population of students is in genetic equilibrium, what are the frequencies of the. three alleles I^A, I^B, andi, respectively?","p=0.2075, q=0.4150, r=0.3133","p=0.15, q=0.21, r=0.64","p=0.21, q=0.64, r=0.15","p=0.4150, q=0.2075, r=0.3133","p=0.0642, q=0.3133, r=0.4150","p=0.415, q=0.313, r=0.2075","p=0.64, q=0.15, r=0.21","p=0.3133, q=0.2075, r=0.4150","p=0.2075, q=0.3133, r=0.4150","p=0.3133, q=0.4150, r=0.2075",B,stemez-Genetics
All linear genomes share a common problem of replication. Define the problem and describe how the process of reverse transcriptionelegantly solves it.,The problem faced by all linear genomes is avoiding mutations. Retroviruses solved this problem with an error-checking mechanism.,The problem faced by all linear genomes is intertwining and tangling of DNA strands. Retroviruses solved this problem by using enzymes to prevent tangling during replication.,The problem faced by all linear genomes is the replication of epigenetic markers. Retroviruses solved this problem by not relying on epigenetic regulation.,The problem faced by all linear genomes is the incorporation of the wrong base pairs. Retroviruses solved this problem by using a proofreading mechanism that corrects errors immediately.,The problem faced by all linear genomes is the inability to replicate multiple genes at once. Retroviruses solved this problem by replicating genes in parallel.,The problem faced by all linear genomes is the shortening of telomeres during replication. Retroviruses solved this problem by using the enzyme telomerase to extend the telomeres.,The issue faced by all linear genomes is replication speed. Retroviruses solved this problem by making the process more efficient.,The problem faced by all linear genomes is replicating the entire genome without loss of information from the ends. Retroviruses solved this problem simply by copying the 5' end before copying the rest of the strand.,The problem faced by all linear genomes is the degradation of DNA over time. Retroviruses solved this problem by incorporating more stable nucleotides into their genome.,The problem faced by all linear genomes is maintaining the structure of the genome. Retroviruses solved this problem by strengthening the bonds between nucleotides.,H,stemez-Genetics
What is behavior? Are behavior patterns solely inherited or canthey be modified?,Behavior is limited to the animal kingdom,Both inheritance and learning are fundamental in the determination of behavioral patterns,"Behavior patterns are exclusively learned, with no genetic influence",Behavior is an exclusive trait of higher mammals and does not exist in other organisms,Behavior patterns are determined only by the immediate environment,Behavior patterns can only be modified through direct genetic manipulation,Behavior patterns cannot be modified,Behavior is a random set of actions without any specific pattern or reason,Behavior is a static characteristic that remains unchanged throughout an organism's life,Behavior patterns are solely inherited,B,stemez-Biology
What are restriction enzymes? Why was their discovery an important step in genetic engineering? What is arestriction map ?,Restriction enzymes are a group of proteins that degrade foreign DNA without sequence specificity.,Restriction enzymes are enzymes that join two DNA fragments together at specific sites.,Restriction enzymes are molecules that prevent the breakdown of DNA,Restriction enzymes are a class of enzymes that remove nucleotides from the ends of DNA molecules.,Restriction enzymes are catalysts that facilitate the addition of nucleotides during DNA replication.,Restriction enzymes are enzymes that speed up the rate of DNA synthesis,Restriction enzymes are nucleases that recognize very specific sequences of DNA and can cut a double-stranded molecule of DNA at these recognition sites.,Restriction enzymes are specialized proteins that modify RNA molecules for protein synthesis.,Restriction enzymes are proteins that assist in DNA replication,Restriction enzymes are proteins that can identify and modify specific sites within proteins.,G,stemez-Genetics
Why is it incorrect to say that man evolved from monkeys? What did he possibly evolve from?,"Monkeys, man, and apes all evolved from a common ancestor independently. The most likely ancestor of the chimpanzee, gorilla, orangutan and man is Dryopithecus.",Man evolved from the Neanderthals,"Man evolved from a common ancestor with monkeys, but that ancestor was Homo habilis",Man evolved from a species of ancient reptiles,Man evolved from marsupials,Man evolved directly from monkeys,Man evolved from Parapithecus,Man evolved from modern-day great apes,"Man and monkeys share a common ancestor, but it is the lemurs",Man evolved from the gibbon,A,stemez-Biology
"Given the following testcross data for corn in which the genesfor fine stripe (f), bronzealeurone(bz) and knotted leaf(Kn) are involved: Phenotype Number Kn + + 451 Kn f + 134 + + + 97 + fbz 436 Kn +bz 18 + +bz 119 + f + 24 Kn fbz 86 Total 1,365 (a) Determine the sequence of the three genes. (b) Calculate the amount of recombination that occurred betweeneach pair of loci. (c) Calculate the coefficient of coincidence.","The correct sequence of the three genes is Knfbz or zbfKn, the amount of recombination for Region I is 19.5%, for Region II is 18.5%, and the total recombination between f and Kn is 38%, and the coefficient of coincidence (c.c.) is .82","The correct sequence of the three genes is fKnzb or bzKn, the amount of recombination for Region I is 16.5%, for Region II is 21.6%, and the total recombination between f and Kn is 38.1%, and the coefficient of coincidence (c.c.) is .86","The correct sequence of the three genes is fzbKn or Knbz, the amount of recombination for Region I is 18%, for Region II is 20%, and the total recombination between f and Kn is 38%, and the coefficient of coincidence (c.c.) is .89","The correct sequence of the three genes is Knfb or bzfKn, the amount of recombination for Region I is 17%, for Region II is 21%, and the total recombination between f and Kn is 38%, and the coefficient of coincidence (c.c.) is .83","The correct sequence of the three genes is zfbKn or Knfzb, the amount of recombination for Region I is 22%, for Region II is 16%, and the total recombination between f and Kn is 38%, and the coefficient of coincidence (c.c.) is .87","The correct sequence of the three genes is Knfzb or zbfKn, the amount of recombination for Region I is 20%, for Region II is 18%, and the total recombination between f and Kn is 38%, and the coefficient of coincidence (c.c.) is .85","The correct sequence of the three genes is Knbzf or fbzKn, the amount of recombination for Region I is 21.6%, for Region II is 16.5%, and the total recombination between f and Kn is 38.1%, and the coefficient of coincidence (c.c.) is .86","The correct sequence of the three genes is fKnzb or bzKnf, the amount of recombination for Region I is 14.5%, for Region II is 23.5%, and the total recombination between f and Kn is 38.1%, and the coefficient of coincidence (c.c.) is .90","The correct sequence of the three genes is bzKnf or fbzKn, the amount of recombination for Region I is 15%, for Region II is 23%, and the total recombination between f and Kn is 38%, and the coefficient of coincidence (c.c.) is .88","The correct sequence of the three genes is bzfk or Knzb, the amount of recombination for Region I is 22.5%, for Region II is 15.5%, and the total recombination between f and Kn is 38.1%, and the coefficient of coincidence (c.c.) is .84",G,stemez-Genetics
"If all the chemical components found in a living cell were to beput together in the right proportion, the mixture would not functionas living matter. What characteristics would enable usto consider something living?",Living things are characterized by their ability to exist in a variety of environments without adaptation.,Living things are characterized only by their ability to respond to physical or chemical changes.,Living things are characterized only by their ability to reproduce.,Living things are characterized only by their ability to consume energy.,Living things are characterized only by their ability to grow.,Living things are characterized only by their cellular structure.,Living things are characterized only by their movement.,Living things are characterized by their spontaneous generation from non-living matter.,"Living things are characterized by a specific, complex organization, the ability to consume energy, movement, response to physical or chemical changes, growth, reproduction, and adaptability.",Living things are characterized only by their complex chemical composition.,I,stemez-Biology
Given the following sequence of nucleotides for a single strand of DNA: 5' - AAAT C G A TTG C G C T A T C G - 3' Construct the complementary sequence that would be incorporated during replication to complete the double helix of a DNA molecule.,AAAT C G A TTG C G C T A T C G,TTTA C G T AAC G C G A T A G C,CCCA G C T AAC G C G A T A G C,TTTA G C A AAC G T G A T A G C,AAAT G C T TTA C G C G A T A G C,TTTG C A A CG C G T A T C G,GTTA G C T AAC G C G A T A G C,TTTG A T C AAC G C G T A G C G,TTTA G C T AAC G C G A T A G C,TTTA C G A TTG C G C T A T A G,I,stemez-Genetics
What are the different types of point mutations?,Nucleotide deletions and exon shuffling,Gene amplifications and nucleotide repeats,Silent mutations and missense mutations,Amino acid substitutions and frame shifts,Base substitutions and small insertions and deletions,Chromosomal translocations and duplications,Base additions and large insertions,Nucleotide flipping and deletions,Transitions and transversions,Base pair inversions and expansions,E,stemez-Genetics
