What distinctions are made when defining aggression in psychology?,"Aggression based on emotion, aggression based on reason, and unprovoked aggression","Physical aggression, verbal aggression, and passive aggression","Harmful versus non-harmful aggression, the intent of the aggressor, and aggression as a means to an end versus aggression as an end in itself","Intentional aggression, accidental aggression, and unprovoked aggression",C,stemez-Psychology
How does mass communication play a role in the formation of our attitudes and beliefs?,"Mass communication plays a role in the formation of our attitudes and beliefs by persuading us subtly to adopt certain attitudes, beliefs, or behaviors, often without us realizing it.",Mass communication only influences our purchasing decisions,Mass communication has no impact on our attitudes and beliefs,Mass communication only affects our political views,A,stemez-Psychology
Describe two major types of psychotherapy used in the treatmentof neuroses.,Supportive therapy and psychodynamic therapy,Exposure therapy and interpersonal therapy,Cognitive behavioral therapy and dialectical behavior therapy,Psychoanalysis and client-centered therapy,D,stemez-Psychology
What is psychodrama and what is itsrationale ?,Psychodrama is a psychological disorder.,Psychodrama is a method of meditation.,Psychodrama is a form of group therapy in which participants act out their feelings as if they were actors in a play. It is used to stimulate participants to bring forth their feelings and thoughts in a structured form.,Psychodrama is a type of theatrical performance.,C,stemez-Psychology
Name and describe the seven symptom types of neuroses.,"Anxiety reaction, Phobic reactions, Depressive reactions, Dissociative reactions, Obsessive and compulsive reactions, Conversion reactions, Psychoneurotic reaction","Anxiety attack, Phobic disorder, Clinical depression, Dissociative disorder, Obsessive-Compulsive Disorder, Conversion disorder, Neurotic disorder","Anxiety, Phobia, Depression, Dissociation, Obsession, Conversion, Neurotic","Anxiety disorder, Fear disorder, Depression disorder, Amnesia, Obsession disorder, Conversion disorder, Psychoneurotic disorder",A,stemez-Psychology
Name and briefly describe four methods of research in abnormal psychology. What are some pros and cons of each method?,"Experiment, correlational studies, mixed design studies, single subject research","Quantitative research, qualitative research, longitudinal studies, cross-sectional studies","Primary research, secondary research, tertiary research, quaternary research","Descriptive research, exploratory research, explanatory research, evaluative research",A,stemez-Psychology
Discuss the psychological impact of physical deviation in adolescents.,Physical deviation causes excitement in adolescents,Physical deviation can cause stress and anxiety in adolescents,Physical deviation has no impact on adolescents,Physical deviation leads to superior athletic performance in adolescents,B,stemez-Psychology
Discuss the three basic goals of psychology.,"To diagnose and treat psychological disorders, to improve interpersonal relationships, and to promote self-understanding","The three basic goals of psychology are: to measure and describe behavior, to predict and control behavior, and to understand and explain behavior.","To study the human mind, to understand human emotions, and to promote mental health","To understand human development, to study social interactions, and to promote positive behavior",B,stemez-Psychology
Discuss the influence of the five early schools of thought on modern psychology.,Each early school of thought had some beneficial effect on the shaping of psychology as we know it today.,Modern psychology completely rejects the principles of early schools of thought.,Only one school of thought influenced modern psychology.,All early schools of thought are obsolete today.,A,stemez-Psychology
Discuss sex role learning. Is it inherited or learned? Describe two psychological explanations for sex role learning.,Sex role learning is only genetically determined.,Sex role learning is neither genetically determined nor learned.,Sex role learning is both genetically determined and learned.,Sex role learning is only learned.,C,stemez-Psychology
Define human development and differentiate between growth and maturation.,Maturation is characterized by an increase in size,"Human development refers to the changes human beings undergo during the course of a lifetime. Growth refers to quantitative changes in the size of the body and its parts. Maturation refers to qualitative changes, not characterized by an increase in size but by a rearrangement of existing structures.",Growth refers to the mental development,Human development refers to physical changes only,B,stemez-Psychology
List and describe Erikson's stages of psychosocial development.,"Erikson's stages are: (1) trust vs. mistrust, (2) autonomy vs. shame and doubt, (3) initiative vs. guilt, (4) industry vs. inferiority, (5) identity vs. role confusion, (6) intimacy vs. isolation, (7) generativity vs. stagnation, and (8) ego integrity vs. despair.","Erikson's stages are: (1) birth to 18 months, (2) 18 months to 3 years, (3) 3 to 5 years, (4) 5 to 12 years, (5) 12 to 18 years, (6) 18 to 40 years, (7) 40 to 65 years, and (8) 65 years and older.","Erikson's stages are: (1) infancy, (2) toddlerhood, (3) preschool, (4) school age, (5) adolescence, (6) young adulthood, (7) middle adulthood, and (8) late adulthood.","Erikson's stages are: (1) oral-sensory, (2) muscular-anal, (3) locomotor-genital, (4) latency, (5) adolescence, (6) young adulthood, (7) adulthood, and (8) maturity.",D,stemez-Psychology
Discuss the four processes involved in observational learningaccording toBanduraand Walters.,"Classical conditioning, Operant conditioning, Habituation, Sensitization","Cognitive process, Behavioural process, Emotional process, Perceptual process","Acquisition process, Performance process, Generalization process, Discrimination process","Attention process, Retention process, Reproduction process, Motivational process",D,stemez-Psychology
What is unique about Gordon Allport's approach to personality research?,Allport stressed the difference between the nomothetic and the ideographic methods of study and preferred the ideographic method.,Allport focused on the role of childhood experiences in shaping personality.,Allport believed in the validity of general principles.,Allport developed the concept of the collective unconscious.,A,stemez-Psychology
List and define three approaches to the study of developmental psychology.,"Biological, evolutionary, and cognitive","Sociocultural, learning, and ecological","Cognitive, behavioral, and humanistic","Mechanistic, organismic, and psychoanalytic",D,stemez-Psychology
What are the four chief characteristics of an instinct according to Freudian theory ?,"Id, Ego, Superego, Libido","Motivation, Action, Desire, Pleasure","Source, Impetus, Aim, Object","Life, Death, Love, Hate",C,stemez-Psychology
List and define the different levels of mental retardation.,"(1) Profound mental retardation, (2) severe mental retardation, (3) moderate mental retardation, (4) mild mental retardation, (5) borderline mental retardation","The different levels of mental retardation are: (1) borderline mental retardation, (2) mild mental retardation, (3) moderate mental retardation, (4) severe mental retardation, and (5) profound mental retardation.","(1) Mild mental retardation, (2) moderate mental retardation, (3) severe mental retardation, (4) profound mental retardation, (5) borderline mental retardation","(1) Moderate mental retardation, (2) severe mental retardation, (3) profound mental retardation, (4) borderline mental retardation, (5) mild mental retardation",B,stemez-Psychology
Explain what is meant by the anxiety theory ofneureosis.,Neurotic symptoms are a result of childhood trauma.,Neurotic symptoms are caused by physical illness.,Neurotic symptoms are a result of inner unresolved anxiety which stirs up conflict within the individual.,Neurotic symptoms are a result of external stressors.,C,stemez-Psychology
What are the two major functions of the spinal cord? Discuss.,Regulates body temperature and controls heart rate,Transmits sensory information and controls voluntary movements,Enables communication between the brain and the rest of the body,Acts as a messenger and directs some simple actions independently,D,stemez-Psychology
What is the role of frustration in human aggression?,"Frustration arises when a person feels they deserve something and are deprived, which may lead to aggression",Aggression only occurs in painful situations,Frustration is a direct cause of aggression,Frustration is a result of aggression,A,stemez-Psychology
"If asked how tall a person across the street is, you can give anaccurate estimation. Discuss this perceptual phenomenon.","Our perceptual system relishes simplicity and constancy, allowing us to judge the size of an object by the combined information from the retinal image and the compensation for apparent distance, along with the assistance of 'familiar size'.",Our perceptual system cannot accurately judge distance.,The size of an object is determined solely by its retinal image.,The phenomenon of 'familiar size' hinders our ability to estimate distances.,A,stemez-Psychology
Why is it so difficult to reproduce the quality of a livemusical performanceon tape or record ?,The quality of the recording equipment is not good enough,The musicians perform differently in a live setting compared to a recording,The difficulty of good reproductions lies in the interaction of frequency and intensity.,The acoustics of the home environment are usually not as good as those of a concert hall,C,stemez-Psychology
What is social power? Discuss three types of social power.,"Three types of social power are coercive social power, economic social power, and political social power",Social power is the ability to change the social status of an individual,"Social power is the ability to change the attitudes or behavior of an individual. Three types of social power are legitimate social power, referent social power, and reward or coercive social power.",Social power is the ability to control the economic status of an individual,C,stemez-Psychology
"If you rub your eyes long and hard enough, you would eventuallysee some type of visual pattern. Explain this phenomenon.","The pressure exerted on the eye stimulates the receptor nerve cells at the back of the retina, which normally respond to light, and their response to this pressure, when communicated to the visual area of the brain, produce the experience of light.",It happens due to the production of a natural hallucinogen when pressure is applied,The rubbing action generates light inside the eye,The pressure causes the release of stored light energy in the eye,A,stemez-Psychology
"Find the mean weight of the sample of rats that weighed 2 lbs., 3 lbs., 6 lbs., 8 lbs., and 9 lbs.",5.6 lbs,6 lbs,4.5 lbs,7 lbs,A,stemez-Psychology
"Find the mode or modes of the sample 6, 7, 7, 3, 8, 5, 3, 9.",5 and 9,6 and 9,6 and 8,3 and 7,D,stemez-Psychology
Differentiate between descriptive statistics and inferential statistics.,"Descriptive statistics test hypotheses, while inferential statistics describe situations","Descriptive statistics are for drawing conclusions, while inferential statistics are for describing data","Descriptive statistics use measures of sampling error, while inferential statistics use measures of central tendency","Descriptive statistics are used to describe situations, data such as measures of central tendency and measures of dispersion. Inferential statistics are used to draw conclusions from the data, to make 'inferences,' to test hypotheses.",D,stemez-Psychology
What is reliability and why is it important to test construction?,Reliability refers to the accuracy of the test results.,Reliability refers to the consistency of scores an individual obtains when reexamined.,Reliability is the ability of a test to give the same results under consistent conditions.,Reliability is the percentage of correct answers in a test.,B,stemez-Psychology
We know less about why certain stimuli are attractive to humansthan we do about what is attractive to fish. Discuss thisstatement.,Our knowledge about the specific characteristics that determine attractiveness remains on the level of intuition.,Attractiveness is a learned behavior.,Attractiveness is solely determined by physical appearance.,We fully understand the factors that determine human attractiveness.,A,stemez-Psychology
Large deficits of water can be only partly compensated for by renal conservation; drinking is the ultimate compensatory mechanism. What stimulates the subjective feeling of thirst which drives one to drink water?,Low body temperature,High extracellular fluid volume,High blood pressure,A low extracellular fluid volume and a high plasma osmolarity,D,stemez-Psychology
What is the role of psychological inconsistency in the theory of cognitive dissonance?,Psychological inconsistency in the theory of cognitive dissonance motivates a person to change either the attitude or action that is responsible for the dissonance.,Psychological inconsistency in the theory of cognitive dissonance leads to an increase in the dissonant beliefs or actions.,Psychological inconsistency in the theory of cognitive dissonance is an indicator of mental illness.,Psychological inconsistency in the theory of cognitive dissonance motivates a person to ignore the dissonant elements.,A,stemez-Psychology
Why do different individuals develop diverse symptomsfor similarproblems?,Symptom diversity is due to individual's personal experiences,"Psychologists have developed three basic hypotheses to account for the process of symptom selection: the learning hypothesis, the genetic hypothesis, and the developmental stage hypothesis.",Symptoms are randomly selected,Symptom selection is solely based on genetics,B,stemez-Psychology
Briefly describe the six major categories of abnormal behavior as given in the 1968 Diagnostic and Statistical Manual (DSM-II) of the American Psychiatric Association.,"The six categories are psychoses, neuroses, personality disorders, mental retardation, organic brain syndromes, and mood disorders.","DSM-II categorizes abnormal behavior into neuroses, personality disorders, psychoses, cognitive disorders, mood disorders, and anxiety disorders.","DSM-II divides abnormal behavior into organic brain syndromes, mental disorders, psychoses, neuroses, personality disorders, and sociocultural disorders.","The six major categories of abnormal behavior in DSM-II are mental retardation, organic brain syndromes, psychoses not attributed to physical conditions, neuroses, personality disorders and other nonpsychotic mental disorders, and psychophysiological disorders.",D,stemez-Psychology
Discuss the anxiety disorders listed in DSM-III.,Four subtypes of personality disorders are listed in DSM-III,Six subtypes of depression disorders are listed in DSM-III,Three subtypes of anxiety disorders are listed in DSM-III,"Five subtypes of anxiety disorders are listed in DSM-III: (1) Panic disorder, (2) generalized anxiety disorder, (3) phobic disorder, (4)obsessive-compulsivedisorder, and (5) atypical anxiety disorder.",D,stemez-Psychology
What is aschizo-affectivedisorder ?,"A schizo-affective disorder is a combination of schizophrenic and affective disorders, where the affective symptoms must develop before or simultaneously with the psychotic symptoms.",A schizo-affective disorder develops after the onset of psychosis.,A schizo-affective disorder is a subtype of affective disorders.,A schizo-affective disorder is a subtype of schizophrenia.,A,stemez-Psychology
Verbal stimuli may be an acquired source of drive. Discuss.,Language has no influence on human behavior.,"Verbal stimuli only affect animals, not humans.","Certain verbal cues may become acquired motivational sources, mainly through the learned responses that they evoke.",Verbal stimuli are not an acquired source of drive.,C,stemez-Psychology
What is psychology?,Psychology is the science of behavior.,Psychology is the examination of human interaction.,Psychology is the study of the mind.,Psychology is the study of the behavior of living organisms.,D,stemez-Psychology
A person who has had an opportunity to contribute to the establishmentof objectives regarding his or her performance willhave a greater degree of commitment and motivation in attemptingto achieve those objectives. State and discuss thetheory underlying this statement. How is itimplemented practicallyto motivate employees ?,The theory is implemented through punishments and rewards,"The theory underlying this statement is Management by Objectives (MBO), which involves mutual goal-setting between employees and management. It is practically implemented through programs such as job simplification, job enrichment, suggestion plans, and job redesign.",The theory is implemented through strict supervision,The theory is implemented through increasing employee's workload,B,stemez-Psychology
What implications does the theorizing of B.F. Skinner and otherbehaviorists have for personality theory?,Skinner's theory suggests that inner drives are the main factors in personality development.,"B.F. Skinner's theory emphasizes the role of operant conditioning in personality development and the importance of environmental stimuli in controlling responses, implying that personality can be programmed through appropriate environmental control.",Skinner's theory focuses on the importance of self-actualizing impulses in personality development.,Skinner's theory emphasizes the role of genetics in personality development.,B,stemez-Psychology
Briefly trace historical attitudes toward human development emphasizing the debate between biological determinism and environmental determinism.,Development is solely determined by biological factors.,Human development is entirely influenced by the environment.,Both endogenous (biological) and environmental factors are recognized as essential in human development.,Children are innately evil and need to redeem themselves.,C,stemez-Psychology
Define behaviorism and social learning theory.,Social learning theory is solely about children's aggression.,Behaviorism believes in the major role of intrinsic factors in behavior.,Behaviorism is concerned with unobservable mental processes.,Behaviorism refers to a theory that considers only observable behavior. Social learning theory is based on the fact that children imitate and includes the importance of dependency as the major factor that brings about socialization.,D,stemez-Psychology
What is simultaneous conditioning? What has research indicated about this type of conditioning?,Simultaneous conditioning requires a long delay between the CS and the UCS.,"Simultaneous conditioning is a respondent conditioning procedure where the CS is presented continuously, and the UCS is presented within five seconds of the onset of the CS. This setup leads to the quickest and easiest learning of the CR. However, a delay of about 1/2 a second between the onset of a CS and the UCS produces the fastest learning.","In simultaneous conditioning, the UCS is presented before the CS.",Simultaneous conditioning is the slowest form of learning.,B,stemez-Psychology
Describe some methods of arousal measurement.,Arousal can be measured using a stethoscope,"Arousal can be measured using an electroencephalogram (EEG), heart rate, breathing rate, blood pressure, skin conductance, and pupil size.",Arousal can be measured using thermal imaging,Arousal can be measured using an MRI,B,stemez-Psychology
"In which motivationtheory arethe key concepts outcome, valence, and expectancy ? Explain these three concepts in regardto this theory and explain the practical implications for employeemotivation for this model.",Expectancy Theory,Equity theory,Maslow's Hierarchy of Needs,Two-factor theory,A,stemez-Psychology
Briefly trace social development during the period of adolescence.,"increased importance of social skills, less reliance on parents, and more reliance on peers",focus on academic success,more reliance on parents,increased independence from peers,A,stemez-Psychology
What is the motive to avoid success ? Why is it spoken of mainly in regard to women ?,The motive to avoid success is because of a lack of self-confidence.,The motive to avoid success is due to a fear of failure.,The motive to avoid success results from the idea that high achievement is incompatible with femininity.,The motive to avoid success stems from societal pressure.,C,stemez-Psychology
What factors within the individual are the basis for being able to either withstand conflict or develop neuroses?,Socioeconomic status and personal beliefs,Person's physical health and age,Amount of conflict a person can handle and life experiences,Genetic predisposition and education level,C,stemez-Psychology
Binocular vision enhances the perception of depth and distance.Why ?,Binocular vision enhances perception because it improves focus on a single object,"Binocular vision enhances the perception of depth and distance because each eye receives a slightly different view that produces binocular disparity and double images, providing a strong depth cue.",Binocular vision enhances perception because it increases field of view,Binocular vision enhances perception because it allows for color differentiation,B,stemez-Psychology
How do men and women differ in their scores on the need for achievement? Why might this be?,Women score higher than men in need for achievement,"Women's need to achieve is directed differently than that of men, focusing more on homemaking or social success due to societal programming. The difference in scores increases as they grow older, with men's need for achievement increasing and women's decreasing.","As men and women grow older, their need for achievement decreases",Men and women have the same focus in their need to achieve,B,stemez-Psychology
What is the frustration-displaced aggression theory of prejudice?,The theory suggests that prejudice is innate and cannot be changed,"The frustration-displaced aggression theory of prejudice states that frustration toward the accomplishment of some goal produces aggression; if the source of the frustration is too threatening or unavailable, the aggression will be displaced onto a scapegoat.",The theory suggests that prejudice arises from a lack of understanding of other cultures,The theory suggests that prejudice is a result of learned behavior from parents or society,B,stemez-Psychology
How does an individual's perceptual system react to a lackof sensoryinput ? Discuss the sensory deprivation experiments andtheir implications for understanding the nature of the humannervous system.,Sensory deprivation leads to improved mental state.,People can endure sensory deprivation for a long period of time.,The human nervous system requires a minimum amount of stimulation to function and maintain a healthy mental state.,The human nervous system can function perfectly without any sensory stimulation.,C,stemez-Psychology
Name and describe four types of reliability.,"Test-retest, internal consistency, content validity, concurrent validity","The four types of reliability are test-retest, split-half, alternate or parallel form, and scorer reliabilities.","Test-retest, split-half, inter-rater, test validity","Content validity, criterion validity, construct validity, face validity",B,stemez-Psychology
Discuss and distinguish between discrete and continuous values.,"Continuous values can take on any fractional or integer value between specified limits, while discrete values are usually restricted to whole-number values.","Continuous values are always integers, while discrete values can be fractions.","Discrete values can only be whole numbers, while continuous values can only be fractions.","Discrete values can take any value, while continuous values are restricted to whole numbers.",A,stemez-Psychology
Discuss the advantages and disadvantages of doing field researchand laboratory research with human subjects.,Laboratory research is always preferable over field research,Field research focuses on real people in real-world situations offering more impact but less control and laboratory research provides controlled situations with less impact but more control. There is a basic tradeoff between impact and control in these two methods.,Field research is always better than laboratory research,Field research provides more control than laboratory research,B,stemez-Psychology
"Find the mode of the sample 14, 16, 21, 19, 18, 24 and 17.",no mode,16,14,21,A,stemez-Psychology
What is the standard deviation of a distribution? Set A (ages of 10 people at a college dance) X X -X(x) x^2 22 2 4 22 2 4 21 1 1 21 1 1 20 0 0 20 0 0 19 - 1 1 19 - 1 1 18 - 2 4 18 - 2 4 \sumx = 0 \sumx^2 = 20 \sigma^2 = variance = (\sumx^2 / N) = (20 / 10) = 2.00 \Sigma = standard deviation = \surd\sigma^2 = \surd(2.00) = 1.414 or \sigma = \surd(\sumx^2 / N) = \surd(20 / 10) = 1.414 Set B (ages of 10 people at the park) X X -X(x) x^2 36 16 256 32 12 144 28 8 64 24 4 16 20 0 0 20 0 0 16 - 4 16 12 - 8 64 8 - 12 144 4 - 16 256 \sumx = 0 \sumx^2 = 960 \sigma^2 = variance = (\sumx^2 / N) = [(960) / 10] = 96.0 \sigma = standard deviation = \surd\sigma^2 = \surd96 = 9.798 or \sigma = \surd(\sumx^2 / N) = \surd[(960) / 10] = 9.798 Computation of the variance and standard deviation for two sets of scores,The range of the distribution,The square root of the variance,The mean of the distribution,The sum of deviations,B,stemez-Psychology
What are the receptors for our kinesthetic sense? What specific stimulus does each respond to?,"Mechanoreceptors, Chemoreceptors, and Electroreceptors","Nociceptors, Photoreceptors, and Thermoreceptors","Muscle spindles, Golgi tendon organs, and Pacinian corpuscles","Olfactory receptors, Gustatory receptors, and Auditory receptors",C,stemez-Psychology
What is implosivetherapy ?How successful has itbeen ?,Implosive therapy has been proven unsuccessful in most cases.,Implosive therapy is ineffective in treating individuals with behavior issues.,Implosive therapy is mostly used for physical health problems.,Implosive therapy is highly effective in producing more adaptive responses in individuals experiencing behavior and personality problems.,D,stemez-Psychology
What are the major classes of anti-psychotic drugs and how dothey basically function ?,"phenothiazines, thioxanthines, and butyrophenones","Antidepressants, Anxiolytics, and Antipsychotics","MAO inhibitors, Tricyclics, and SSRIs","Beta blockers, Calcium channel blockers, and Diuretics",A,stemez-Psychology
How does Helmholtz's rule explainillusions ?How does it accountfor our interpretation of our own feelings ?,Helmholtz's rule explains illusions as incorrectly applied constancies and helps interpret our feelings based on 'most likely' causes.,Helmholtz's rule explains illusions as optical errors,Helmholtz's rule explains illusions as visual distortions,Helmholtz's rule interprets our feelings based on immediate causes,A,stemez-Psychology
"Departmentalization is the grouping of individual positions andactivities into separate subunits of the organization. One typeof departmentalization might result in these four subunits: finance, marketing, production and research/ development. What basis for departmentalization wasused ? Compare it to two other bases used for establishingseparate departments. Include the advantages anddisadvantages of using the different bases.",Geographical departmentalization,Functional departmentalization,Customer departmentalization,Product departmentalization,B,stemez-Psychology
Most suicides do not want to die. Discuss. What are the measurestaken by suicide prevention counselors?,Encourage the person to be alone,"Determine the risk, establish a relationship, identify and clarify problems, suggest possible solutions",Ignore the subtle cries for help,Avoid discussing the person's problems,B,stemez-Psychology
What are the psychoanalytic and behavioral theoriesof dissociativedisorders?,Dissociative disorders are caused by a chemical imbalance in the brain,"Psychoanalytic theory views dissociative reactions as instances of massive repression of unacceptable urges, usually relating back to the infantile sexual wishes. Behavioral theory views dissociative reactions as an avoidance response used to escape stressful stimuli.",Dissociative reactions are a result of social and environmental factors,Dissociative reactions are a result of unresolved childhood trauma,B,stemez-Psychology
Describe and explain the two most common types of functionalpsychoses.,Anxiety and Obsessive-compulsive disorder,Schizophrenia and manic-depressive psychosis,Bipolar disorder and Depression,Post-traumatic stress disorder and Panic disorder,B,stemez-Psychology
How did Kinsey investigate homosexuality among men and women? What differences did he find in the incidenceof homosexualityin men and women?,Kinsey found that the incidence of homosexuality was equal in men and women.,Kinsey conducted a survey through anonymous online platforms.,Kinsey used a questionnaire to gather data.,Kinsey used trained interviewers to elicit self reports of intimate information on present and past sexual practices. He found that women indicated a much lower incidence of homosexuality than men.,D,stemez-Psychology
Define pleasure. Trace its development from infancy to adolescence. What accounts for humor? What situations produce smiling and laughter in adults?,Smiling in adults indicates fear,Laughter in adults is a sign of discomfort,"Pleasure can be defined as a reaction to the satisfaction of a motive or the achievement of a goal. Smiling and laughter in adults mainly occur as a result of humor, usually in the form of jokes, riddles, funny stories, etc.",Pleasure is a type of pain,C,stemez-Psychology
Discuss the importance of the family as a socializing agent. DescribeBaumrind's(1967) study of the relationship between the preschooler's personality and the type of discipline he receives from his parents.,Children's personality is not influenced by their family.,Baumrind's study found no relation between a child's personality and the discipline he receives.,The family is the first important and most powerful socializing agent in a child's life. Baumrind's study found that a child's personality is related to the type of discipline he receives from his parents.,The family is the least important socializing agent.,C,stemez-Psychology
Define job satisfaction and explain how the discrepancy theorydeter mines job satisfaction.,Job satisfaction is solely based on a person's salary.,Job satisfaction is defined as the difference between a person's expectations and perceptions about a given situation. The discrepancy theory determines job satisfaction by examining the extent of the difference between an individual's expectations and perceptions.,Job satisfaction is how much a person likes their job.,Discrepancy theory determines job satisfaction by comparing a person's job performance to their colleagues' performance.,B,stemez-Psychology
Discuss Murray's theory of motivation and what influence it had on McClelland's development of the Achievement Motivation model.,"McClelland's Achievement Motivation model was influenced by Murray's theory of motivation that human behavior is a reflection of individual needs and motives, and that anything leading to positive affect produces approach behavior and anything leading to negative affect produces avoidance behavior.",McClelland's model was influenced by Hull's theory of survival instincts,McClelland's model was a direct copy of Murray's ideas,Murray's theory had no influence on McClelland's model,A,stemez-Psychology
How would Maslow differentiate between an individual who was motivated by lower needs and one who was motivated by self-actualization needs ?,"People motivated by lower needs are self-centered and focused on satisfying their own needs, while those motivated by self-actualization are growth-oriented and concerned with the nature of the world and other people.","Lower needs motivated people are externally driven, while self-actualizing people are internally driven","People motivated by lower needs are always in a state of deficiency, while those motivated by self-actualization are always in a state of abundance","People motivated by lower needs are more likely to be individualistic, while those motivated by self-actualization are more likely to be communal",A,stemez-Psychology
"Explain the development of an individual who is not psychologically well-adjusted, according to Rogers.",Rogers believes that evaluations by others have no impact on a child's psychological adjustment,Rogers believes that the child's self-regard is always conditional,"Rogers believes that personal evaluations by others, especially during childhood, result in a distancing or incongruence between the experiences of the self and the experiences of the organism, leading to psychological maladjustment.",Rogers believes that the child's self-concept is always in congruence with the experiences of the organism,C,stemez-Psychology
What is Allport's theory of expressive behavior? What are three of the important studies he conducted on expressive behavior?,Expressive behavior is determined by societal norms,Expressive behavior is unpredictable and random,Expressive behavior is determined by deeply ingrained personal dispositions,Expressive behavior is a result of external influences,C,stemez-Psychology
What is areinforcer?,A reinforcer is a stimuli that has no effect on the response.,A reinforcer is a psychological punishment.,A reinforcer is an event that decreases the probability of a response.,A reinforcer is any event which increases the probability of a response in a particular situation.,D,stemez-Psychology
Discuss some criticisms of Freud's theory.,Overemphasis on individual experiences,Freud's lack of empirical evidence,Lack of consideration for cultural contexts,"Views on sex, the unconscious, and early childhood experience; methods of patient treatment; lengthy and costly process of psychoanalysis",D,stemez-Psychology
"If, after a conditioned response has been acquired, the procedureis changed so that the CS is repeatedly presented withoutbeing followed by the UCS, what is the result ?",Extinction of conditioned respondent behavior,Strengthening of conditioned respondent behavior,No change in conditioned respondent behavior,Transformation of conditioned respondent behavior,A,stemez-Psychology
What is higher-order (second-order)conditioning ?,Higher-order conditioning involves pairing a stimulus with an unconditioned response,Higher-order conditioning is the process of extinguishing a conditioned response,Higher-order conditioning is based on secondary reinforcement. A neutral stimulus is paired with the conditioned stimulus after that conditioned stimulus can reliably elicit the conditioned response.,Higher-order conditioning is based on primary reinforcement,C,stemez-Psychology
What are the four basic factors in learning?,"observation, imitation, practice, feedback","cognition, emotion, behavior, environment","memory, attention, understanding, application","arousal, motivation, reinforcement, and association",D,stemez-Psychology
Performance = Expectation × Value is the symbolic representation of which theorist and what school of thought ? Discuss.,B.F. Skinner and Operant Conditioning,Edward Tolman and Expectancy-Value Theory,Jean Piaget and Cognitive Development Theory,Clark Hull and Reinforcement Theory,B,stemez-Psychology
Discuss equity theory. When are equity andinequity perceived ?,Equity is perceived when there's an imbalance between a person's inputs and outcomes.,Equity is perceived when there's a balance between a person's inputs and outcomes on the job.,Equity is perceived when a person has high expectations for promotion.,Equity is perceived when a person is promoted.,B,stemez-Psychology
Discuss the role of theory in psychology.,"A theory in psychology serves as a scientific shorthand, a predictor, and a guide in collecting further observations in research.",A theory in psychology is always entirely accurate.,A theory in psychology is responsible for all experiments.,A theory in psychology only serves as a predictor.,A,stemez-Psychology
List and describe three major types of emotional expression.,"The three major types of emotional expression are the startle response, facial expression, and speech.","The three major types of emotional expression are the startle response, facial and vocal expression, and posture and gestures.","The three major types of emotional expression are the startle response, vocal expression, and body posture.","The three major types of emotional expression are the startle response, body language, and eye contact.",B,stemez-Psychology
Describe the two major physiological theories of depression.,The first theory is concerned with hormonal imbalances and the second with neurotransmitter deficiencies.,The first theory is concerned primarily with electrolyte metabolism and the second with the chemicals involved in neural transmission.,The first theory revolves around genetic predispositions and the second theory focuses on environmental factors.,The first theory involves cognitive processes and the second entails behavioral responses.,B,stemez-Psychology
Name and briefly explain three different models used today in the study of abnormal psychology.,"The behavioral model, the psychodynamic model, and the trait model","The three models are the statistical model, the medical model, and the learning model","The psychoanalytic model, the cognitive model, and the humanistic model","The biological model, the psychosocial model, and the sociocultural model",B,stemez-Psychology
What do psychologists generally accept as the causes of functional psychoses?,Psychological trauma,Childhood experiences,"Hereditary factors, environmental factors, and biochemical factors are generally accepted as the causes of functional psychoses.",Lack of social interaction,C,stemez-Psychology
What is a conversionreaction ?What are thepsychoanalytic andbehavioral theories explaining this disorder?,Conversion reactions are mental disorders with no grounding in psychoanalytic or behavioral theories.,"Conversion reactions are impairments of the musculature or sensory functions without any physiological causes, rooted in unresolved Oedipus or Electra complex according to psychoanalytic theory, or imitated behavior according to behavioral theory.",Conversion reactions are related to the individual's innate fear response.,Conversion reactions are physiological disorders caused by physical trauma.,B,stemez-Psychology
"Normally, one would expect the brightness of an object to increaseas more light is reflected from it, however, the perceivedbrightness of an object also depends on the field thatsurrounds it. Discuss this phenomenon including a methodfor its demonstration.",The perceived brightness of an object only depends on the amount of light reflected from it,The brightness of an object will always increase when more light is reflected from it,The perceived brightness of an object depends on its size,The perceived brightness of an object depends on the contrast between the object and its surrounding field. This can be demonstrated by placing samples of medium gray paper on different colored backgrounds.,D,stemez-Psychology
Explain the concepts of reciprocal inhibition and systematic desensitization.,"Reciprocal inhibition is a method of counterconditioning developed by Joseph Wolpe that reinforces a behavior opposite or aversive to the maladaptive behavior to be eliminated. Systematic desensitization is a technique that first teaches the patient relaxation techniques and then sets up a scale on which the anxiety-arousing object or behavior is rated according to severity, the anxiety-arousing stimulus is gradually introduced to the patient while the patient employs a relaxation technique upon each presentation of the stimulus, ultimately associating the previously anxiety-arousing stimulus with relaxation.",Reciprocal inhibition and systematic desensitization are both techniques developed by Joseph Wolpe to eliminate maladaptive behavior,Reciprocal inhibition is a technique that uses relaxation techniques and systematic desensitization is the reinforcing of a behavior,Reciprocal inhibition and systematic desensitization are methods of reinforcing maladaptive behavior,A,stemez-Psychology
Differentiate between sensation and percept.,Sensations provide us with basic elementary experiences which we further interpret into meaningful events. This interpretation of sensations is called 'perception.',Sensations and perception are the same process,Sensations are the interpretation of our senses,Perception is the physical process of sensing the environment,A,stemez-Psychology
