"If, during a postexamination discussion with parents, a psychologist establishes that a child’s new pediatrician is apparently unaware of the child's history of brain damage. which is very important in understanding the problem situation, the psychologist should",tell the parents that he/she will inform the pediatrician,urge the parents to grant him/her permission to inform the pediatrician,cell the parents char be/she is legally obligated to inform the pediatrician,cell the parents that it is their responsibility to inform the pediatrician,B,ori_mmlu-professional_psychology
"Life span developmental theories, such as Baltes’s Selective Optimization with Compensation theory,",Focus mainly on the development of psychopathology over time,Describe development as a process of growth (gain) and decline (loss),Do not account for environmental influences on development,All of the above,B,ori_mmlu-professional_psychology
The most likely use of an “in-basket” technique in personnel selection would be with which type of employee,Clerical,Sales,Managerial,Secretarial,C,ori_mmlu-professional_psychology
Berkowitz (1971) revised the original frustration-aggression hypothesis by proposing that frustration leads to aggression when:,acting aggressively is likely to produce desirable outcomes.,there are aggressive cues in the environment.,the aggressor has an internal locus of control.,the target of the aggression is of lower-status than the aggressor.,B,ori_mmlu-professional_psychology
"A college freshman obtains a score of 150 on his English final exam, a score of 100 on his math exam, a score of 55 on his chemistry exam, and a score of 30 on his history exam. The means and standard deviations for these tests are, respectively, 125 and 20 for the English exam, 90 and 10 for the math exam, 45 and 5 for the chemistry exam, and 30 and 5 for the history exam. Based on this information, you can conclude that the young man's test performance was best on which exam?",English,math,chemistry,history,C,ori_mmlu-professional_psychology
The classic aging pattern is defined as 2 decline on which subtest(s) of the Wechsler Adult Intelligence Scale-Revised,All Verbal subtests,All Performance subtests,Vocabulary subtest only,Block Design subtest only,B,ori_mmlu-professional_psychology
Which of the following is an example of a double-bind message,"A father tells his son, “I sure hope you can come to the movies with us tonight,” when his tone and posture thar he does not hope so","A mother tells her daughter, “Good move,” when the daughter drops and breaks a dinner plate","A teacher tells a student, “You can do that if you want to, but you'll get into trouble.”","A teacher tells a student, “You can do that if you want to, but I would appreciate it if you would not",A,ori_mmlu-professional_psychology
"With respect to the relationship between achievement and anxiety in schoolchildren, it appears that",mildly anxious children are better achievers than more anxious ones,non-anxious children are better achievers than mildly anxious ones,"some anxiety normally facilitates learning, and only for a few learners is there a point beyond which anxiety impedes learning",there is no systematic relationship; anxiety measures are of no help in predicting achievement,A,ori_mmlu-professional_psychology
Which of the following correctly completes the analogy: “Vision is to hearing as,parietal lobe is to temporal lobe.”,occipital lobe is to parietal lobe.”,frontal lobe is to occipital lobe.”,occipital lobe is to temporal lobe.”,D,ori_mmlu-professional_psychology
Dr. Ryan is a psychotherapist in a small town. She receives a phone call from a man she was sexually involved with several years ago. The relationship lasted only three months and ended amicably. The man is now married and is having problems unrelated to their past relationship. He has called to see if he can begin seeing Dr. Ryan in therapy. Dr. Ryan should:,see the man only if she determines that their past relationship will not interfere with her objectivity.,see the man only if their relationship ended more than two years ago and she determines that it will not interfere with her objectivity.,see the man but discuss the potential for conﬂicts with him before beginning treatment.,refer the man to a colleague.,D,ori_mmlu-professional_psychology
Which of the following is NOT true about the difference between traditional research and program evaluation?,"Program evaluation questions are often identified through the needs of a program’s staff and stakeholders, while traditional research questions are identified by researchers using previous, existing research.",Program evaluation uses unique quantitative and qualitative methodologies to collect data. These methods are different from those that are used in traditional research.,"Traditional research and program evaluation have different aims. Traditional research aims to test existing theories and discover generalizable knowledge, while program evaluation aims to collect information important for timely decision-making.",Both traditional research and program evaluation may incorporate rigorous and systematic ways of collecting data in order to address their aims.,B,ori_mmlu-professional_psychology
"Alice, age 14, is certain that everyone is looking at her because she has a large blemish in the middle of her forehead. According to Elkind (1967), Alice’s belief is a manifestation of:",self-conscious emotions.,the “personal fable.”,social referencing.,the “imaginary audience.”,D,ori_mmlu-professional_psychology
Which of the following statements is most closely related to the projective hypothesis,Social functioning is a reflection of psychological functioning,Psychological functioning is a reflection of social functioning,The use of the defense mechanism of projection is symptomatic of impulses “projected” onto the environment,The way an individual interprets ambiguous situations will reflect inner aspects of psychological functioning,D,ori_mmlu-professional_psychology
Which concept and stage are appropriately matched according to Piaget’s theory of cognitive development?,Centration—concrete operational stage,Egocentrism—sensorimotor stage,Hypothetical-deductive reasoning—formal operational stage,Object permanence—preoperational stage,C,ori_mmlu-professional_psychology
"When subjected to moderate punishment, an instrumental response of moderate strength will",be eliminated,be strengthened,be suppressed,remain unchanged,C,ori_mmlu-professional_psychology
"A ten-year-old boy, tested with a paper-and-pencil intelligence test, obtained an IQ score of 130. Two years later, he was tested with an alternate form of the same test. Most likely, the obtained score on the second testing would be",more than 130,less than 130,130,"130, but with a different pare of subtest scores",B,ori_mmlu-professional_psychology
Job satisfaction is an accurate predictor of:,both job performance and health.,job performance but not health.,health but not job performance.,neither job performance nor health.,C,ori_mmlu-professional_psychology
Operant extinction would NOT be the treatment-of-choice when:,an alternative behavior cannot be identified.,the behavior has been reinforced on a continuous schedule.,a temporary increase in the behavior cannot be tolerated.,the baseline levels of the behavior cannot be established.,C,ori_mmlu-professional_psychology
Job satisfaction appears to be most negatively correlated with,intelligence level,turnover rare,isolation from colleagues,educational level,B,ori_mmlu-professional_psychology
Which of the following is not represented in DSM-5 diagnostic criteria for problem gambling?,Tolerance,Withdrawal,Legal problems,Lying,C,ori_mmlu-professional_psychology
"Research on gender differences in conversation style indicates that, when compared to men, women:",talk for longer periods of time.,ask more questions.,interrupt more often.,make more eye contact.,B,ori_mmlu-professional_psychology
"When cross-validation of a set of predictors results in great shrinkage of an initially encouraging multiple correlation coefficients, it is most likely chat",the selection of weights for the predictors capitalized on chance,none of the predictor variables was sufficiency reliable,the number of independent variables used in the first study was too small,the criterion variable was unreliable,A,ori_mmlu-professional_psychology
Which of the following satisfies the criteria for tertiary prevention in a school setting,Individual counseling for students resuming from an institutional care facility,Career guidance offered students unsure about plans after graduation,Small-group counseling of students affected by initial stages of divorce,Large-group programs emphasizing development of children's self- esteem,A,ori_mmlu-professional_psychology
Experiencing intense feelings of shame and guilt upon admitting to a counselor that a family problem exists is common among traditional,Asian-Americans,African-Americans,Hispanics,Native North Americans,A,ori_mmlu-professional_psychology
"According to the Standards for Educational and Psychological Testing, when interpreting and reporting test results, one should",focus attention on the confidence interval of a score rather than on the obtained score itself,"use descriptive labels, because such labels readily communicate specific meanings to most people","stress the obtained score, since it is the best estimate of the true score",exclude the potential effects of situational and demographic variables from consideration,A,ori_mmlu-professional_psychology
"Compared to individuals in their 20s, which of the following is an advantage to having children after the age of 30?",Older parents typically have more income for additional expenses due to established careers,Older mothers have fewer medical complications during pregnancy and birth,Older parents have not had time to build up expectations about children’s behavior,Older parents have more physical energy and time to play with their young children,A,ori_mmlu-professional_psychology
"The belief that a child's misbehavior has one of four goals — i.e., attention, revenge, power, or to display inadequacy — is most consistent with:",Beck’s cognitive-behavioral therapy.,Adler’s individual psychology.,Perls’s Gestalt therapy.,Mahler’s object relations theory.,B,ori_mmlu-professional_psychology
The best conclusion that can be drawn about the four-day ( compressed) workweek is that it has:,long-lasting positive effects on attitudes and productivity.,long-lasting negative effects on attitudes and productivity.,positive effects on attitudes but little or no impact on productivity.,"positive effects on attitudes initially but, over time, increasingly negative effects on both attitudes and productivity.",C,ori_mmlu-professional_psychology
"One of the key areas of debate in the early stages of Developmental Psychology was the so called, Nature vs. Nurture debate. Academics agreed that there was interaction between these two factors but there was wide disagreement concerning the degree of interaction. Which of the following terms, that relate to either genetic or environmentally caused changes, describes the differences in timing of physical changes that are found in children belonging to different cohorts?",Sensitive period.,Secular trends.,Canalization?,Critical period.,B,ori_mmlu-professional_psychology
A person with Wernicke's aphasia has impaired language comprehension and:,nonfluent and unintelligible speech.,nonfluent but intelligible speech.,fluent but unintelligible speech.,fluent and intelligible speech.,C,ori_mmlu-professional_psychology
Which of the following is most likely a violation of ethical guidelines?,a brochure containing client testimonials mailed to potential attendees at a conference for adult children of alcoholics,an advertisement offering a free initial therapy session that is published in the campus newspaper just prior to final exams,uninvited in-person solicitations for therapy of hurricane victims that destroyed their homes,a display ad for psychotherapy services in the yellow pages of the local telephone directory,C,ori_mmlu-professional_psychology
Which of the following is the proper comparison rate for studying the effectiveness of a new psychotherapy,Incidence in the population of the disorder being eared,Relapse in those who experience spontaneous remission,Cure rate for the currently most effective therapists,Cure rare for current treatment modalities,D,ori_mmlu-professional_psychology
"In a skewed smooth distribution with a tail exended to the left, the statistic with the highest value is the",standard deviation,mode,median,mean,B,ori_mmlu-professional_psychology
"Carol and Jim are experiencing marital difficulties. They have two school-aged children, a boy and a gid. According to meta-analysis of research on the relationship between marital discord and child behavior problems, it would be expected that",neither child is more likely to manifest an immediate behavior problem than are children of stable marriages,the girl is more likely than the boy to manifest an immediate behavior problem,the boy is more likely than the girl to manifest an immediate behavior problem,both children ore equally likely to manifest an immediate behavior problem,C,ori_mmlu-professional_psychology
What are the four tenets of analytical psychotherapy according to Jung?,"Self-regulating psyche, the unconscious, family, therapist–patient relationship","Self-regulating psyche, the unconscious, therapist–patient relationship, stages of self-improvement","Id, ego, superego, libido","Archetypes, unconscious, self-esteem, social needs",B,ori_mmlu-professional_psychology
An educational psychologist designs a screening test to identify underachieving first- and second-grade children who have a learning disability. The psychologist will probably be most concerned that her test has adequate __________ validity.,content,construct,concurrent,predictive,C,ori_mmlu-professional_psychology
Research into ___________ has helped us understand paradoxical reward.,Frustration,Conditioning,Attachment,Homeostasis,A,ori_mmlu-professional_psychology
A small bit of meat powder in the dog’s mouth was Pavlov’s ___________.,US,CS,UR,CR,A,ori_mmlu-professional_psychology
"A person who is low in self-monitoring (Snyder, 1987) will rely on which of the following when deciding how to act in a particular social situation?",his/her life scripts.,"his/her own feelings, attitudes, and beliefs.",the emotional reactions and behaviors of the people he/she is interacting with.,internal working models that were acquired during infancy and early childhood.,B,ori_mmlu-professional_psychology
"When one uses a time-series design to evaluate a program, fluctuation in the outcome slope can be accounted for by various alternative hypotheses. According to Campbell and Stanley, the most probable alternative is that",a simultaneous event produced the fluctuation,"participants dropped out of the group, reducing the size of the sample",aging effects were unduly influential,test—retest reliability is inadequate,A,ori_mmlu-professional_psychology
"According to Harry Stack Sullivan, which of the following cognitive experiences characterizes schizophrenic behavior:",Parataxic Mode: private symbols and causal connections,Parataxic Distortion Mode: dealing w/ other like they’re from early life,"Prototaxic Mode: discrete, unconnected states, before language",Basic anxiety: feeling of helplessness/isolation in a hostile world,C,ori_mmlu-professional_psychology
One of the most frequent findings of studies on human beings with “split brains” is that,The right hemisphere is predominantly concerned with verbal information,certain kinds of visuospatial tasks are performed beer by the right hemisphere than by the left,the right hemisphere provides backup for the left in some tasks but excels the left in none,"aside from the long-known localization of speech functions, the two hemispheres appear to be essentially equivalent as information processors",B,ori_mmlu-professional_psychology
The risk of withdrawal delirium is greatest following discontinuation of which of the following substances,Cocaine,LSD,Phenobarbital,Heroin,C,ori_mmlu-professional_psychology
"In organizations, the level of affective commitment is likely to be least predictive of which of the following?",job satisfaction,productivity,job motivation,turnover,B,ori_mmlu-professional_psychology
___________ has implications for internal validity and ___________ has implications for external validity.,"Causality, generalizability","Random assignment, random selection","Random selection, random assignment","Temporal precedence, nonspuriousness",B,ori_mmlu-professional_psychology
Form A of a standardized personality test was given in the fall and again in the spring co the same group of people. The reliability estimate that resulted from this research is referred to as,external consistency,equivalence,stability,internal consistency,C,ori_mmlu-professional_psychology
The term “privilege” is best described as:,a general term referring to the right to privacy.,an ethical term referring to an obligation not to reveal conﬁdential information.,the legal equivalent of the ethical concept of confidentiality.,a legal term referring to the protection of conﬁdential information in legal proceedings.,D,ori_mmlu-professional_psychology
You receive a letter from the Ethics Committee asking for information about a former client who has filed a complaint against her current therapist. You stopped seeing the client over seven years ago you should:,cooperate with the Committee's request by sending it a copy of the client’s file.,cooperate with the Committee's request by sending it the information you believe to be relevant to the case.,cooperate with the Committee's request by sending it the information you believe to be relevant to the case after confirming that the client has signed a release.,inform the Committee that the information you have about the client is obsolete and that you're ethically obligated not to release it.,C,ori_mmlu-professional_psychology
"In terms of age, Erikson’s ________ stage of psychosocial development corresponds to Freud’s phallic stage.",industry vs. inferiority,autonomy vs. shame and doubt,basic trust vs. mistrust,initiative vs. guilt.,D,ori_mmlu-professional_psychology
"According to Freud's notion of______, dreams and slips of the tongue are meaningful goal-directed phenomena.",psychic dynamogenesis,reciprocal determinism,psychic determinism,ptyalism,C,ori_mmlu-professional_psychology
"Research comparing heterogeneous and homogeneous work groups has found that, in general, heterogeneous groups:",are more creative and better at decision-making.,are more creative but less productive overall.,make better decisions but are less productive overall.,are more creative but worse at decision-making.,A,ori_mmlu-professional_psychology
"A psychologist emphasizes that parents should use appropriate consequences when dealing with their children’s misbehavior. In addition, the psychologist explains that the goal of misbehavior can be to confirm an assumed disability, or to get attention, power, or revenge. Which of the following theoretical orientations is being used",Rogerian,Transactional analysis,Adlerian,Psychodynamic,C,ori_mmlu-professional_psychology
"There are specific research designs and strategies used to gain the desired information. From your knowledge about the research designs and strategies, in which case is the MULTIPLE BASELINE DESIGN used?",when reversal is not possible,when assignment is not possible,when selection is not possible,when there are not enough data available,A,ori_mmlu-professional_psychology
"At birth, the least developed part of the brain is the",visual system,cortex,brain stem,cerebellum,B,ori_mmlu-professional_psychology
The relationship of preadolescent siblings is best described as:,distant/aloof.,conflictual/hostile.,competitive and cooperative.,close and conflictual.,D,ori_mmlu-professional_psychology
Which of the following assessment measures is not used to assess symptom validity or malingering?,Test of Memory Malingering,The Differential Aptitude Test–5,Recognition Memory Test,Personality Assessment Inventory,B,ori_mmlu-professional_psychology
"Of the following, the best way to increase the amount of helping behavior within a community is to",decrease the anonymity of individuals in the community,initiate programs to raise the self-esteem of community members,diffuse the responsibility among all members of the community,increase the number of individuals in the community,A,ori_mmlu-professional_psychology
Berscheid’s (1983) emotion-in-relationship model proposes that strong positive emotions are LESS likely to be elicited during the later stages of an intimate relationship than in its initial stages because:,"in the later stages, each person is more self-centered and less other-centered.","in the later stages, each partner's behavior has become more predictable.","in the later stages, each partner works harder to be sensitive to the other’s needs.","""over time, people become """"emotionally immune"""" to the behaviors of others.""",B,ori_mmlu-professional_psychology
A score of 50 on the Beck Depression Inventory-II suggests:,no or minimal depression.,mild depression.,moderate depression.,severe depression.,D,ori_mmlu-professional_psychology
Studies into the etiology of Schizophrenia indicated a genetic predisposition to the condition but other factors are involved. From your knowledge of the subject identify which of the following statements is incorrect.,Excess dopamine or sensitivity to dopamine could be a contributory factor.,White patients are more symptomatic.,Remission from the condition in the Third World is 65%.,A lower rate of Schizophrenia diagnosed among Africa Americans.,D,ori_mmlu-professional_psychology
The Self-Concept is the individual’s belief about their own attributes. What can happen according to the OVERJUSTIFICATION HYPOTHESIS?,rewarding people for an enjoyable activity can undermine their interest,"to experience an emotion, a person must first experience physiological arousal, then a cognitive interpretation of that arousal","when internal cues are vague, people infer by observing their behavior and the situational context",not rewarding people for an enjoyable activity can undermine their interest,A,ori_mmlu-professional_psychology
Providing education and job training to adolescents and young adults who have recently been released from a drug treatment program is an example of:,primary prevention.,secondary prevention.,tertiary prevention.,social intervention.,C,ori_mmlu-professional_psychology
"According to Howard et al.’s (1996) phase model, which of the following is most likely to be affected during the first few sessions of psychotherapy?",coping skills,severity of symptoms,insight,feelings of hopelessness,D,ori_mmlu-professional_psychology
Research on explicit (intentional) and implicit (automatic) memory indicates that,"both forms of memory show a fairly consistent, gradual decline over the adult life span","implicit memory capacity declines with age, but explicit memory capacity remains stable","explicit memory capacity declines with age, but implicit memory capacity remains stable","both forms of memory remain stable, except when affected by a disease process like Alzheimer’s",C,ori_mmlu-professional_psychology
Research on Helms’s White Racial Identity Development Model suggests that a White therapist will usually be most successful when working with a client from an ethnic/racial minority group when the therapist is in which stage?,reintegration,immersion-emersion,autonomy,integrative awareness,C,ori_mmlu-professional_psychology
Heteroscedasticity in a scattergram suggests that:,the relationship between the predictor and criterion cannot be described by a straight line.,there is a restriction of range of scores on the predictor and/or the criterion.,the variability (range) of scores on the criterion varies for different scores on the predictor.,there is a statistically significant correlation between the predictor and criterion.,C,ori_mmlu-professional_psychology
"In general, it can be said that job satisfaction",is not highly correlated with job performance,seems to increase considerably with an increase in wages,is higher in groups that do not have to assume responsibility,tends to decrease steadily as tenure on a job increases,A,ori_mmlu-professional_psychology
"""To """"inoculate"""" someone against a persuasive message. you would:""",warn the person that she is about to hear a message designed to change her beliefs.,provide the person with information that supports her current beliefs.,provide the person with strong arguments against her beliefs.,provide the person with arguments against her beliefs and weak refutations of those arguments.,D,ori_mmlu-professional_psychology
A community bank consists of four branch offices with approximately 60 employees each. The general management would like to institute 2 health risk-reduction program by encouraging weight loss and smoking cessation among the employees. Which of the following programs would be most effective,Employee reimbursement for costs and fees associated with professional help for weight loss and smoking cessation,"Development of, and participation in, local community group sessions focusing on weight loss and smoking cessation",A competition among the four branches focusing on stepwise reductions in weight and smoking,Distribution of health information and self-help materials related to weight loss and smoking cessation,A,ori_mmlu-professional_psychology
"Of the following, the best predictor of a child’s post-divorce adjustment during the 2 years following divorce is the",withdrawal of the more disturbed parent,degree of continued conflict between the parents after the divorce,residence of the child with the preferred parent,degree of hostility during the divorce process,B,ori_mmlu-professional_psychology
Object relations therapy is similar to Freudian psychodynamic therapy in its primary focus on,issues of attachment and separation,the neutral role of the therapist,early childhood experiences,"the ego, id, and superego",C,ori_mmlu-professional_psychology
Family therapy is probably contraindicated in which of the following situations?,The presenting problem involves long-term marital conflict.,Family members attribute their problems to one of the members.,One of the family members has severe depression.,One of the family members has anorexia or bulimia.,C,ori_mmlu-professional_psychology
Behavioral treatments for depression typically include:,Flooding,Increasing pleasurable activities,Social Skills training,Exposure and Response Prevention,B,ori_mmlu-professional_psychology
"""Samuel S., age 43, says, """"Even though I've just been given a bonus at work, I feel like I’m about to be fired.” As defined by Aaron Beck, Samuel is exhibiting which of the following cognitive distortions?""",mustabatory thinking,polarized thinking,personalization,arbitrary inference,D,ori_mmlu-professional_psychology
The highest levels of learning and performance are usually associated with:,low levels of arousal.,moderate levels of arousal.,high levels of arousal.,variability in levels of arousal.,B,ori_mmlu-professional_psychology
Attempting to teach a new behavior through the use of aversive techniques is difficult because of which of the following,Emotional reactivity is often increased,Punishment merely suppresses unwanted behavior,The frequency of behavior is often low,Inhibition co conditioning is encountered,A,ori_mmlu-professional_psychology
A key accomplishment of Piaget's preoperational stage is the emergence of:,conservation.,the object concept.,formal operations.,the symbolic function.,D,ori_mmlu-professional_psychology
One of the key features for making a differential diagnosis between bulimia nervosa and anorexia nervosa is:,Purging,Maintaining a normal body weight,Bingeing,All of the above,B,ori_mmlu-professional_psychology
Which of the following factors appears to have the strongest influence on learning in people with antisocial personalities,Social ostracism,Money,Tranquilizers,Physical punishment,B,ori_mmlu-professional_psychology
Which of the following possible outcomes of an experiment is least informative,Statistical nonsignificance under low power,Statistical significance under low power,Statistical nonsignificance under high power,Statistical significance under high power,A,ori_mmlu-professional_psychology
Donald Super’s _____________ graphically depicts the correspondence between an individual’s life roles and life stages.,life career rainbow,life staircase,mandala,octagon,A,ori_mmlu-professional_psychology
Ethnic identity refers to,cultural practices and beliefs char are non-Western in orientation and perspective,"the collective cultural practices, traditions, and orientations of ethnic minority communities","a rejection of Caucasian social, cultural, and institutional standards",the extent to which an individual endorses and practices the ethnocultural traditions of a given group,D,ori_mmlu-professional_psychology
"Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model proposes that people in which of the following stages begin to question their rejection of all aspects of the dominant culture and absolute loyalty to their own culture?",encounter,dissonance,integrative awareness,introspection,D,ori_mmlu-professional_psychology
"Dr. Vic Vasquez, a licensed psychologist, provides secretarial services and office space to Dr. Bernice Banquist in exchange for 20% of the fee that Dr. Banquist collects from her therapy clients. When Dr. Vasquez finds that he does not have time to see all of the clients who want to begin therapy with him, he begins referring some of them to Dr. Banquist and charges her 30% of the fee that Dr. Banquist collects from these referred clients. Acording to the ethics codes published by the American and Canadian Psychological Associations, charging more for referred clients is:","""unethical because it violates the prohibition against “fee splitting.""""""",unethical because it creates an unacceptable multiple relationship.,ethical only if the higher fee for referred clients reﬂects the actual costs associated with the referrals.,"""ethical because referral fees are prohibited only when they are """"clearly exploitative.”""",C,ori_mmlu-professional_psychology
"Erich Fromm states that the society prevents you from realizing true nature to be loving, creative, and productive. Which of the responses to societal demands allow a person to realize that?","The receptive definitely allows a person to realize its true nature, to loving, creative, productive","The hoarding allows a person to realize its true nature, to be loving, creative, productive","The marketing surely allows a person to realize its true nature, to be loving, creative, productive","The productive allows a person to realize its true nature, to be loving, creative, etc.",D,ori_mmlu-professional_psychology
Vicarious liability is most likely to be an issue when a psychologist is acting in which of the following capacities?,faculty member,supervisor,mentor,therapist,B,ori_mmlu-professional_psychology
"In an approach-approach conflict, a discernible move in a given direction should",resolve the conflict in thar direction,result in prolonged oscillation,reduce the attractiveness of the outcome approached,lead to a return in the opposite direction,A,ori_mmlu-professional_psychology
"A female psychologist provides a 2-month course of brief behavior therapy for a driving phobia to a male client. Six months after termination they meet at an art opening reception and begin to date. Over the next few months, the relationship progresses and they become sexual. In this situation, the psychologist has acted:",Ethically because it had been 6 months since termination,Probably ethically since there was no coercion involved and the relationship was consensual,"Unethically, because she engaged in a sexual relationship with a former client, which is prohibited under any circumstances","Ethically according to professional standards, but the psychologist exhibited poor professional judgment",C,ori_mmlu-professional_psychology
All of the following brain regions are considered part of the limbic system except ___________.,Mammillary bodies,Septal nuclei,Fornix,Hippocampus,C,ori_mmlu-professional_psychology
"In a cross-sectional study designed to assess the effects of age on reaction time, you have adults belonging to different age groups respond to visual stimuli on a computer screen. A colleague suggests that the results of your study might be confounded by the fact that older participants may have less experience using a computer than do younger participants. This potential source of error is best described as a:",Rosenthal effect.,Hawthorne effect.,carryover effect.,cohort effect.,D,ori_mmlu-professional_psychology
A correct statement about the early babbling of infants from different language communities is chat it,contains the full range of phonemes that comprise al languages,is different for each language community from the onset of babbling,is the same for each language community until the first words are spoken,depends upon the phonetic structure of the language,A,ori_mmlu-professional_psychology
Child abuse and neglect are most associated with which of the following attachment patterns?,disorganized/disoriented,distant/disengaged.,insecure/avoidant.,insecure/ambivalent,A,ori_mmlu-professional_psychology
Which is NOT a criticism of Piaget’s theory of cognitive development?,Piaget may have underestimated young children’s competence and overestimated adolescents’ cognitive abilities,Piaget placed too much emphasis on the role of culture and social interactions in children’s cognitive development,Cognitive development is more gradual and continuous rather than abrupt and stagelike as Piaget thought,Children actually have certain cognitive capabilities at particular ages that Piaget did not observe because he designed experiments that were too difficult,B,ori_mmlu-professional_psychology
"According to attribution theorists, an error observers make in formulating causal attributions about the behavior of others is",overattributing to situations,underattributing to persons,underattributing to situations,overattributing to person-situation interactions,C,ori_mmlu-professional_psychology
"Expectancy theory predicts that worker motivation depends on several factors including “valence,” which refers to:",the employee’s beliefs about the value of rewards provided for successful performance.,the employee’s beliefs about the inherent (intrinsic) value of the work itself.,the strength of the worker's motivation and organizational commitment.,the strength of the effort (versus ability) component of the worker’s motivation.,A,ori_mmlu-professional_psychology
Sampling error refers to the,consequences of generalizing from a sample thar is too small,tendency of sample statistics to differ from population parameters,consequences of generalizing from a sample to a population,tendency of some sample statistics to differ systematically from the corresponding population parameters,B,ori_mmlu-professional_psychology
"For most children, stranger anxiety begins at about _____ months of age.",2 to 3,4 to 6,8 to 10,12 to 14,C,ori_mmlu-professional_psychology
The body’s stress response system:,"Is vulnerable to influence during childhood, but not before birth",Cannot be affected by outside influences,Can mainly be regulated through prescribed selective serotonin reuptake inhibitors (SSRIs),Can impact genetic predispositions to developmental disorders,D,ori_mmlu-professional_psychology
"There are several methods for estimating the test reliability, like the INTERNAL CONSISTENCY RELIABILITY for example. From your knowledge about this topic, find the correct definition of it.",administer 2 equivalent forms of a test to same people and correlate,administer test twice to same people and then correlate scores,correlations among individual test items,they are not used for an unstable trait,C,ori_mmlu-professional_psychology
"In client-centered case consultation, the consultant's primary goal is to:",help the consultee determine how to work more effectively with a particular client.,help the consultee identify methods for evaluating his/her own professional services.,help a consultee enhance his/her skills and knowledge so that the consultee functions more effectively in the future.,work collaboratively with the consultee in delivering the optimal intervention to a client.,A,ori_mmlu-professional_psychology
Nearsightedness results from,too much curvature of the cornea and lens,too little curvature of the cornea and lens,too much curvature of the iris and lens,too little curvature of the iris and lens,A,ori_mmlu-high_school_psychology
Delusions of grandeur are most characteristic of,OCD.,schizophrenia.,conversion disorder.,antisocial personality disorder.,B,ori_mmlu-high_school_psychology
Abraham Maslow proposed the idea that some motives are more imperative to survival than others. Which of the following approaches expresses this?,Homeostatic regulation,Goal-setting,Expectancy-value,Hierarchy of needs,D,ori_mmlu-high_school_psychology
"In test construction and evaluation, validity refers to the degree to which a test",measures what it purports to measure,yields consistent results on successive administrations,has been piloted and statistically analyzed,includes norms based on a representative sample of the general population,A,ori_mmlu-high_school_psychology
The precedent established in Larry P. v. Riles resulted in,"the provision of a free, appropriate public education for students with disabilities",the provision of bilingual education for English-language learners,schools being held responsible for providing tests that do not discriminate on the basis of race,the assignment of similar funding to athletic activities for boys and girls,C,ori_mmlu-high_school_psychology
The heritability for traits of a cloned population is,0%,25%,50%,75%,A,ori_mmlu-high_school_psychology
"Dan read a list of 30 vocabulary words only once. If he is typical and shows the serial position effect, we would expect that the words he remembers two days later are",at the beginning of the list,in the middle of the list,at the end of the list,distributed throughout the list,A,ori_mmlu-high_school_psychology
A person who sustains major injuries that involve the destruction of the medulla oblongata will,be paralyzed,fall into a coma,suffer severe speech impairment,die,D,ori_mmlu-high_school_psychology
"Which classical conditioning term best describes the following scenario: Later in his classical conditioning experiments, Ivan Pavlov's dogs began to salivate whenever they heard any sound similar to a bell, such as a doorbell or someone accidentally clinking a water glass.",discrimination,spontaneous recovery,trace conditioning,generalization,D,ori_mmlu-high_school_psychology
Which of the following must be done when universal screening data show that very few students are successfully meeting school competencies?,Changes must be made in the delivery of the core program.,Students who are not meeting competencies must be given strategic or supplemental instruction.,Students must be given more time to develop competencies.,Students who are not meeting competencies must be evaluated for learning disabilities.,A,ori_mmlu-high_school_psychology
A fetus with the genotype XXY will most likely,result in a miscarriage.,suffer from sterility as an adult.,be color blind.,grow into a depressed adult.,B,ori_mmlu-high_school_psychology
"Susan is a first-grade student who is referred to the school psychologist because she will not remain seated at her desk. Her teacher reports that Susan is ""always getting up and walking around the room."" What observation data is LEAST relevant to the referral concern?",Frequency,Duration,Intensity,Peer comparison,C,ori_mmlu-high_school_psychology
"In order to prove a psychological theory,",you need to run an experiment.,you need to find statistically significant results.,you must replicate your findings.,it is impossible to prove a theory.,D,ori_mmlu-high_school_psychology
The left cerebral hemisphere is specialized for which of the following functions?,"verbal, mathematical, and recognizing emotional expressions","mathematical, spatial, and musical","verbal, analytic, and mathematical","mathematical, spatial, and analytic",C,ori_mmlu-high_school_psychology
"A researcher tests the problem solving skills of twenty 10-year-old, twenty 20-year-old, and twenty 30-year-old participants for a study on age and problem solving. What research method is this researcher using?",longitudinal,stage,developmental,cross-sectional,D,ori_mmlu-high_school_psychology
"During assigned seat-work time, Mary, a firstgrade student, sometimes leaves her seat and attempts to play with a block collection. When she leaves her seat, she fails to complete her seat work. Which of the following behavioral intervention strategies will most effectively increase the long-term likelihood that Mary will complete her seat work?",Allowing Mary to read from a teacherselected book for a specific period of time before beginning her seat work,Allowing Mary to play with the blocks afterward if she remains in her seat throughout the assigned seat-work time,Explaining to Mary the value of completing seat work in terms of the objectives of the lesson,Removing the blocks from the classroom during the assigned seat-work time,B,ori_mmlu-high_school_psychology
"Mr. Gordon suffered damage to the back of his right frontal lobe. As a result, he is unable to",understand information he hears,understand information he reads,speak intelligibly,move his left hand,D,ori_mmlu-high_school_psychology
"During the manic phase of a bipolar disorder, individuals are most likely to experience",high self-esteem,delusions of persecution,uncontrollable grief and despair,visual hallucinations,A,ori_mmlu-high_school_psychology
